class,comment_text
0.0,"Don't get it. If I """"want to be part"""", then """"stay""""? Something """"illogical"""" as Mr. Spock would muse. If """"faith is built upon reason"""" you might lack faith?
"
0.0,"It's called class, Liz, but you probably never heard of it.  Jealousy is a disease - get well soon sweetie
"
0.0,"""""When a dog bites a man, that is not news, because it happens so often. But if a man bites a dog, that is news!"""" -Charles Anderson Dana  If it was a couple of dogs doing heroine, that's front page news!
"
0.0,"Was Great working with you prior to 1986, that's when i retired after 22 years with APD  We had some good times. Lots of luck in your new Top Law enforcement Job. From the"""" Old"""" retired Sgt. John Liba
"
0.0,"GOOD!!!!
"
0.0,"Blah, blah, blah. Dems suing Repubs. Repubs obstructing Dems. Cory Gardner is Satan's incarnation. Cory Gardner is the best thing Colorado has going for it. Trump is.....(fill in your own blanks). """"Can't we all just get along?"""" and move forward?
"
1.0,"Soaring addiction, overdoses, hundreds dead, entire neighborhoods devolving into animals, skyrocketing theft, burglary, car theft, shoplifting, property crime overrunning whatever law enforcement MIGHT exist, all of that fueling the black market in stolen goods, or stolen property used to barter for more drugs, which just pours more gas on the flames eating the hearts out of communities. The heroin junkies and methheads ramp up the theft and other crimes across the board for more dope to shoot up with and these career politicians pass laws to feather their own nest more efficiently, sneaking subtle legal maneuvers through the (Con)gress to make it easier for Big Pharma to peddle death in a pill, hooking thousands upon thousands on opioids that they eventually can't get for whatever reason, so they turn to heroin and meth.  Damn these people. These politicians deserve a deep, dank hole with no windows for the rest of their lives.
"
1.0,"So republicans 'know' what they don't want to see happen, ie. let Ocare implode, they just have no idea what to do to prevent it.  Meanwhile it implodes on it's own while they sit dithering.  Why did we elect these bums?
"
0.0,"Buh-bye!  Can't say I'll miss her.  Seldom has B.C. had such a short-sighted, mean, and selfish premier.  Now we can get to work repairing the damage, and truly making this province the best place in Canada in which to live!
"
0.0,"Because that noted legal scholar Donald Trump is going to win every lawsuit?  Good luck with that.  These aren't  just some blue collar construction crews he can screw out of their profit.
"
0.0,"Catou:  Where dd you find the information that he is short the S&P 500 since 2009?  SFI
"
0.0,"Did any of the sainted scribes and electronic town criers bother to ask Orville Redenbacher's twin sister about this in their year end campfire chat?
"
0.0,"I'll bet dollars to donuts she serves some time...
"
0.0,"I don't think they will ever fit into an alliance, their market base is centralized in Asia/North America so there is no need for an alliance of global carriers like Skyteam.  They have individual code share agreements with JAL, Korean Air, and a guys like JetBlue which is enough.
"
0.0,"Nice to see a country looking after the interest of its citizens.  I guess Chinese politicians are much harder to bribe than Canadian politicians.  Cheers, John Meyer
"
0.0,"""""To argue with a man who has renounced the use and authority of reason, and whose philosophy consists in holding humanity in contempt, is like administering medicine to the dead."""" T. Paine
"
1.0,"I would have problems with a driver from the Islamic State (ISIS) winning the race. That's just me but now I'm fired for saying that. I guess you're OK with that. Next we'll get fired for what we think.
"
0.0,"""""The deposit increase is being considered now because fewer deposit containers are being redeemed."""" So it would follow that if you increase the deposit, people will be more likely to save and redeem the containers, meaning less for the """"marginal workers.""""  If Craig is looking out for the """"marginal workers,"""" why would he put his returnables in the recycle bin and make the """"marginal workers"""" dig for them (and they may not get to them before Sanipac comes)? Why not give the cans away directly?
"
1.0,"Robert Kraft and Rex Ryan both rip trump too.  Another backfire for the dotard.
"
1.0,"After some viewing of these appointment's hearings the TV is off. It is difficult enough to get the context of the answers without the commotion behind the candidate: the shuffling of people, the gum chewing, the phone use. Are these deliberate tactics so the viewer does not hear the whole answer or is this the normal behaviour of 2017? What a disgusting mess! A bunch of white haired, hair implants, hair pieces, botoxed , face lifted, white men ready to take over the country. God Bless America.
"
0.0,"Maybe it's a marketing thing. TD may believe that people believe that managers can still predict the market, even if they can't pick individual stocks.  What TD really needs: a conservative, a neutral, and an aggressive balanced portfolio, plus a synthetic trio of the same that do not record or pay distributions, but emulates the values of the basic portfolios assuming all distributions are reinvested. The 2nd set is for long-term investors who would have trouble reinvesting small amounts, and also not having to pay interim taxes in non-registered accounts.
"
0.0,"Two out of three of the proposals make good sense.  The US exists in a competitive world, and our tax system needs to take that into account.  Multinational corporations, whether the parent company is based in the US or abroad, make decisions all the time about where to put the next manufacturing plant, research center or headquarters.  The US's current corporate tax rate of 35% puts the US economy at a serious disadvantage when almost all our trading partners have rates of 15% to 20%.  Get the jobs and wealth here!  Lower the corporate rate substantially  --- whether 15% or 20%.  Find sensible ways to raise revenues with other taxes, such as energy or financial transaction taxes, VAT, border adjustment taxes, changes to individual rates.  Profits held overseas produce no tax revenue.  Charge a much lower rate and bring the money home.  This will produce substantial one-time tax revenues and bring more wealth into the US.  Full expensing of capital investments makes no sense.
"
0.0,"I'll give the obvious libertarian response that addiction is a case of personal responsibility.  So should alcoholics be allowed to sue brewers and distillers? Should those psychologically addicted to marijuana be allowed to sue their local medical marijuana clinic?  Have we lost all sense of controlling our own lives?
"
0.0,"I copied and pasted the post! Butte is yelling and upset at Mat Su Borough for not meeting borough obligations.
"
0.0,"MSW, PLEASE, at least get your spelling right.  The Russian word for swamp (the same as for mud) is болото.  The first and third """"o"""" is pronounced as [ə] or schwa, which would probably be more accurately written in English as """"uh"""".  What you wrote is either a misspelling or gibberish -- take your pick.
"
0.0,"Pretty much just compassion for the human race.  Your comment reads as if there are more than just the human race.   I have yet to meet any li'l green men, but I suppose I'd feel the same for them. Far be it for me to be a bigot against an alien race if I am not one against the human race.    As I said, my compassion will not waiver.
"
0.0,"Why not allow all wines in all grocery stores as they do in Quebec and the US instead of just BC wines in a select few.  Interestingly enough Ontario doesn't have this rule fearing such challenge.  They do however require a certain percentage be from small wine producing countries which includes Canada and not the US, but it would also include many other countries too.
"
0.0,"Nice thought, but Turkey shares a long border with Syria, an open war zone awash in weapons and explosives. Throw in a 10,000 year history of smuggling, and it's pretty out of control.
"
0.0,"Try keeping on track, Richard.
"
0.0,"Both sides showed up armed and ready for trouble. Would the neo-Nazis have fomented violence had the counter-protesters not tried to block their path, throwing punches and, according to the Guardian on Saturday morning, pepper-spraying at least one of the leaders? We'll never know because that's not what happened. The counter-protesters DID block their way, DID pepperspray their leaders and DID throw punches and hit people with sticks. AND, then, the neo-Nazis responded in kind.  Neither side is right. It's tempting to say the alt-Right had it coming because they were expressing an opinion I disagree with, but the fact is that had the counter-protesters stayed home (or just on the sidewalk), there would probably not have been any violence. The counter-protesters invited it and it came their way.  That doesn't justify the actions of the car driver. ALL of the violence should be condemned. Not a Trump supporter, but he's right on this one.
"
0.0,"I have three degrees in Engineering, Science and Finance.  I have average over 65 hours per week for the past 14 years and 90 hour plus weeks are not unheard of.  I also went to school at inopportune times and ran in to both the financial crisis and oil slump in addition to suffering great family losses that caused me to take time off.  As a result of these unfortunate obstacles I know make a fraction of what I used to.... but don't tell me I didn't work as hard as someone making more than me you clown!
"
0.0,"When Trump says that he listens to the generals and gives them what they want, his primary motivation is giving himself the option of blaming the generals when his """"secret"""" plan fails. After announcing during the campaign that he knew more than the generals, the chicken-in-chief is now more interested in preserving plausible deniability to protect his fragile ego by sustaining the option of blaming his failures on others.  Not revealing the troop levels is nonsense. The Afghan government will know. the 39 governments that are also involved in Afghanistan will know. Telling the American people that its none of their business is insulting and dangerous to our democracy. Supposedly secret deployment levels are nothing more than an indication of Trump's unwillingness to assume the responsibility that comes with the job that he is performing so poorly.
"
0.0,"…except federal revenue sharing is done away with in the bill and Alaska gets screwed out of it's resources again.  This would only be good for the oil corporations.  But then, you'd think that's great, you've always been their stooge.
"
0.0,"No words on why a 7 year old would runaway. Family life in Europe must be bad. The Swiss is usually a mellow place with good family values. But unfortunately these days most of the world is deteriorating. Good luck with the future generations.
"
0.0,"A good point here, whether the author is or not is not the question. The question is should we educate people to agree to make the mistake of uttering a name. For this type of reflection leads us to believe again that it is a question of culture and that would be Canadian. We could then ask, until what Canadians are willing to make their culture almond within the framework of being more universally open to that of others.
"
0.0,"Can you imagine how the actual victims family of those beheaded in the MidEast must have felt seeing that picture/clip. The Liberals/Democrats have no feelings but of anger and we all know things can happen in heated times.
"
0.0,"I hope people realize Alaskan would no longer get tax-free shopping in Seattle and would have to pay their 8%+ sales tax
"
0.0,"Where else but BC could a Harperite TORY MP (Diane Watts) be viewed as a serious prospect for new leader of a provicial """"LIBERAL"""" Party? It's appalling&shameful a party falsely advertising itself as """"Liberal"""" is in fact a party dominated by conservatives. Other than the BC pseudo-Libs, there's no viable right wing party in BC. The old right wing Socreds imploded after Vander Zalm's tenure as failed BC Socred Premier. There's a small, leaderless provincial Conservative Party.It ran candidates in only a few ridings last election.  Right winger Gordon Campbell took over the BC Liberal Party&made it a conservative party with Campbell a con wolf & Tory-pal in Liberal sheep's clothing. No surprise when Campbell stepped down as """"Liberal"""" Premier, PM Stephen Harper gave him one of the most plum diplomatic posts: High Commissioner to the UK.  Puzzlingly,some hypocritical,no-principle Libs elsewhere in Canada cheerlead for a BC """"Liberal"""" Party full of Harperite Tories (Hello Warren Kinsella).
"
0.0,"So the USFWS doesn't trust your white friend either?  Congratulations!  You must be so proud!
"
0.0,"How does a liberal Catholic express an opinion on the LGBT community that is excluded  from the Catholic church?   The other side needs to be heard.
"
0.0,"You said to publicly shame them did you not?   Is that not a form of bullying?  Would  you condone it as way to change other behaviors?  Are these not your words: """"The KKK and neo-Nazi groups do not deserve respect as individuals. They should be publicly shamed ...."""" I may have been a bit quick on the entire left.  Neither ideology is good.   However the people should be treated with respect and dignity. Have you heard the story of Jackie Robinson and his time in Major League Baseball?  Have you heard how he earned the respect of his peers and MLB fans?  It was not by returning hate for hate.  I believe he was tempted plenty of times to do so.   That would have destroyed what he had worked for.
"
0.0,"They cannot be trusted and should be removed.
"
0.0,"Isn't it pitiful that those are our two options? No middle ground allowed.
"
0.0,"How does an area of 3.5 million people hold 500 million hostage? Maybe there's truth in the rumours that the EU isn't all it's cracked up to be.
"
0.0,"The real battle for Atwood and the Admiral Road  NIMBY Plutocrat All-Stars really starts when Green Ontario Hydro reveals its revolutionary energy program to power the Annex with a small Candu reactor at the corner of Admiral and St. George
"
0.0,"I understand that Ms. Hinman. For some reason I find that many of your comments on this site come off as confrontational. Perhaps you do not mean that to be so and it is the medium at hand that is to blame. In any case, just for reference we are on the same team here. I am simply saying there are measures our city can take to make the city more appealing to Officers and I think we should take them. I was at Zola's and found out the city is actually down 10 patrol officers. That is more than """"a vacancy to fill."""" According to the annual report I found on the website there are only 58 patrol officers anyway. That sounds like quite the obstacle to face. Let's give the men and women behind the badge incentive to come to and serve our great city. That's all I am suggesting. You are free to disagree, but we both want the same thing perhaps just with different ideas to make it happen.
"
0.0,"It can only go uphill from there Dukie!
"
0.0,"well we are about to be subject to the most corrupt president of all time.  The Donald who has already broken a key promise of releasing his tax returns but has decided against it.  I think more people have left his administration in the first hundred days than ever before?  I don't know this as a fact but it sure seems like a lot have left.  This cannot be a good sign.  But his combining business with governing will make him the most corrupt president of all time.  He will make GW look tight.
"
1.0,"wow what a delusional bunch of altra left wing bs you live in,,,,,,,,,,,,, so i bet thought opinions from those opposed to nat gas are just fine too btw!!  god you leftards are pathetic
"
0.0,"The Utopian Left believe if enough economic migrants come to Canada their newly expanded voter base will enable them to remain in power and rape taxpayers for generations.  Go Kevin O'Leary!
"
1.0,"Death Penalty, no doubt about it. Rid this scum from the face of the Earth.
"
0.0,"This country can't continue to let unions drive artificially high salaries for such a large percentage of services. Like the rest of the real world salaries should be based on what it costs to fill the position with an appropriately qualified person. I guarantee you those jobs could be filled by equally capable individuals if we offered $60K/year. When is someone going to overpay me by 50% just cuz?
"
0.0,"Guess you don't want to explain what you meant by your handle....  Go ahead and try to convince me that there wasn't a subtle double-entendre intended.
"
0.0,"Good post.  Can't fathom a """"noted Indigenous"""" person actually believing this.  I've done a far amount of reading about the fur trade (Eastern Canada/US; west coast, Fort Vancouver to Fort George) and the trade in what is now Alberta, too.  I'd sure like evidence of how FN people """"dominated the relationship.""""  If they entered into a relationship with Northwest Company, HBC or American independents, there was only ONE dominant partner: the one who used/controlled the liquor (which was introduced at the beginning, back in the 1600s.)  In Canada, I know of only one FN people who """"controlled"""" the situation: B.C.'s Tsilhqot'in people. In the 1820s, they agreed to trade,  but decided they needed their furs to keep warm in the winter, so never traded them!  Worse, they actually AVOIDED two recently-established HBC posts in their territory (on the west side of the Fraser River) and just...never came in.  Result: HBC man Donald McLean was forced to close up the posts!
"
0.0,"Same to you.  The only people on a smear campaign are those of you who have decided to be judge, jury and executioner, the usual trolls who come out of the woodwork whenever anyone is accused of a crime.
"
0.0,"""""There is no alt left""""  Ok.
"
0.0,"People in Hawaii """"not collecting welfare""""?  HAHAHAHA!!  Those rolls are stuffed in Hawaii and fraud is endemic.
"
0.0,"Spiritual but not religious.
"
1.0,"Christianity is responsible for more terrorism and oppression than any other human institution.  Read up smarty pants !!!  Bottom line is Islamic Extremists are no different than antisocial serial killers and need to be eradicated.  This really has less to do with religion and more to do with criminality and mental deficiency. They are defective humans.
"
0.0,"Check back in two years. Trump's honeymoon with those folks will be over.  By 2020, if he makes it that long, he'll be crushed by a dem candidate or in a primary challenge from someone like Kasich.  It all starts to unravel on him by next January - sooner if the Russia thing explodes, like it might.
"
0.0,"loved seeing all the democratic socialists there leading the chants <3
"
0.0,"Yes, Trudeau and Harper (though the left berated Harper for it) have responsibilities to sell Canadian products around the world.  But Trudeau wants to do more.  He wants to cozy up to one of the most draconian dictatorships in the world.  That is disgusting.
"
0.0,"Sears would have done a lot better if they would have stayed out of the malls and gone with large stand alone stores like Home Depot has done. That way they could have kept large hardware depts, sporting goods depts. etc. etc. and even added food to their sales inventory..
"
0.0,"The real estate file is a woeful tale of provincial government ineptitude to be added to provincial energy costs, healthcare expenditure waste, educational mismanagement, spiralling debt and others.  Bank economists should not be dictating and approving policy.  Rent controls are a bad economic idea vs subsidy to improve housing stock. The province failed to deliver enhanced transparency on real estate information allowing realtors a continued monopoly on listing and transactional data.  Transparency would add to better, more efficient lower prices.  A know your client rule would have  kept laundering of illegal money out of the market also not implemented.  Mandating or encouraging via incentives low-rise 2 and 3 bedroom condo and rental units would have also improved affordability.
"
0.0,"You are correct.  UofO is the city's biggest employer.
"
0.0,"OK, so we're going to screen every politician we put in charge of trillions of dollars to ensure they won't become corrupt. Riiiiight.
"
0.0,"Might make it more difficult to resolve territorial claims in the far north at the negotiating table. Russia has a much stronger military than Canada so if talks fail at the negotiating table then Russia has a much better ability to assert and defend it's territorial claims.
"
0.0,"By the same token any such god could be as obscure or subtle or whatever they wanted to be too.  Now you could make up your mind on whether you believe in a god or no god.  You can make up your mind about which religion best represents your god (or no god) that you believe in.  But ultimately what you believe has no bearing on facts and the fact is we don't KNOW in any provable way that god does exist... any more than we KNOW in any provable way that god does not exist.
"
0.0,"The Prince William Sound OIL SPILL DISASTER would never have happened if TAPS was hauling the type of CRUDE it was originally designed and licensed to do.  The type of """"dilbit"""" spilled in 1989 was an illegal and unlicensed shortcut CheatOil product. The TAPS pipe was designed to operate at 150F, and the tankers were built with steam coils to heat and discharge the heavy thick tar-like oil.  What spilled in 1989 was a huge runny gassy volatile mess spiked with """"missable-injectant"""" light-alkanes NGL's (propane/butane/pentane).  Better yet; The OilSpill would never have happened if TAPS was originally built as a gasline.  100% of Nslope hydrocarbons including crude can be gasified efficiently adding hydrogen to maximize the value of the carbon being shipped. Alaska coal and biomass can be gasified into syngas and sold as LNG/LPG and polyolefins and all other petro-products. Gas is a superior petrochemical feedstock. goog:  siluria gasoline
"
0.0,"""""Are the Lutherans sure they want to be just like us?""""  I don't think Lutherans (and other Reform churches like the Anglican) really want to be like us, Michael Watkins; they just want intercommunion. They want to be able to share our Eucharist, go to communion without any membership responsibility. But for the CC (and global Orthodoxy), Holy Communion/Eucharist and membership GO HAND IN HAND. When I am in Germany, Lutherans tell me, """"we just want the pope to lift the excommunication on Luther and allow us to receive communion at Catholic churches (not 'crash the party')."""" The German bishops answer, lifting the excommunication is up to the pope. Intercommunion, however, is out of the question until -- at the very least -- we allow our own divorced and remarried Catholics to receive (without a church annulment). Why allow Lutheran divorced and remarried couples an invitation, a free pass, when we deny our own Catholics one? (Likewise with Reform LGBT clerics in same-sex unions, etc.)
"
0.0,"Please, enough of the heroics, please! You are bringing me to tears.
"
0.0,"It is good to see that the 10 principles talk about MUTUAL recognition and respect. Unfortunately that aspect is lost in the article.
"
0.0,"There will be a fire sale offer for the SAA from Prime ministers Gupta, or their nominees. That is what is meant by privatisation of non-core assets. Manage the entity into the ground and sell for a pittance. The new chairman might be Brian """"I believe I can cry/fly"""" Molefe?
"
1.0,"I'm willing to give him a chance. But everyweekend as he flies off for golf and his Florida palace, he put his tweet in his mouth.  Very stuupid.
"
0.0,"Greg, I believe to move forward, one has to arrive at a point of balance, where after a reality check..you determine a common POSITIVE Direction, Focus which provides Unity of purpose. You then introduce Ownership, Collaboration which brings about Cohesion.  Six simple keywords to Nation building... This approach is vital in any diversity!  You look for the strengths to focus on (HZ recently focused on one of them), you give clarity on current reality and the way forward, in a relevant way, having considered different reference frameworks and speaking to each, utilizing the above six keywords.  Now you have a balanced, Midpoint Relevant Leader, who has heard the Nation speak and enters the """"conversation"""" authentically and ends with """"we all have the obligation to be best that we can be..""""  Your article puts forward one side of the experience, it adds to the recent BP/Zuma White Agenda, while it ignores the underling issue of what are the far reaching consequences of 20 yrs of ANC rule..
"
0.0,"You might want to check your history. Catholic schools didn't start getting funded in the 1970's. https://en.wikipedia.org/wiki/Catholic_schools_in_Canada However- some provinces have voted to stop the dual track. Ontario could too- ask your local MP.  We certainly don't want to fund education by vouchers - really problematic. Check the research. We need  public education- excellent schools for all kids.
"
0.0,"Actually, SCOTUS has done their job admirably.  They followed the Constitution.  It's a little odd, though, that a communist/anarchist like yourself would claim to have read, much less understood, the US Constitution!  Please continue to enlighten us on your mainstream views!
"
0.0,"Caldwell is elected Mayor of Honolulu not a front man for Hawaii big moneyed. Oahu voters  re-elected Caldwell two times against Cayetano and Djou.
"
0.0,"Federal Supreme Court made law from the 70's says no right to jury trial in cases where the max penalty is 6 months. In Arpaio's case (in which he was CONVICTED, and CHOSE NOT TO APPEAL), the max penalty is 6 months. Arpaio wanted a jury trial and was denied one by the Federal District Court Judge. Then, he appealed the denial of jury trial to the Ninth Circuit Court of Appeals - denied. Then, he appealed to the US Supreme Court - denied.  Part of Arpaio's """"job"""" is to follow the law.  He didn't.  He engaged in contempt of court, which is illegal.  He didn't do his job, and engaged in criminal activity in the process.  The Federal Court system uniformly rejected Arpaio's jury demand plea.  He was convicted.
"
0.0,"I gave your post a negative because I'd rather have a PM with a pair than a PM that still has to grow a pair. PS. Someone got my original post deleted for being """"uncivil"""". Sorry if I offended anyone, but I cannot find other words to express this.
"
0.0,"RA:  Is this how you teach your kids respect?
"
0.0,"thx. here is another nugget: """"The French(Liberal) government announced yesterday that it has raised its terror alert level from """"Run"""" to """"Hide."""" The only two higher levels  are """"Collaborate"""" and """"Surrender."""" The rise was precipitated by a recent fire that destroyed Trudeau's white flag factory, effectively paralysing the country's military capability.""""
"
0.0,"What was the cause & impact of the first incident?  Very poorly written article on an important article.
"
0.0,"If the Kauai council is all salty they should walk down the street and talk to Ron Kouchi who pushed/railroaded this bill through.  The neighbor islands hold a majority of the senate leadership positions and screw Oahu at their leisure.  Now that it's their turn to get worked over the crocodile tears start to flow . . .
"
0.0,"The suffix -phobia means """"fear, horror, strong dislike, or aversion"""", not just fear - and has for a couple of hundred years now.  Funny language, English.
"
0.0,"I voted 3rd party. Funny I was told by a Trump voter that my 3rd party vote was a vote for Hillary and you tell me my 3rd party vote was a vote for Trump.
"
0.0,"Governments love to spend our money and continually have to invent new and creative ways to tax.  Just like the municipal sales tax is creeping in hidden as a """"tourist tax"""".  New taxes will establish themselves and then continually increase.
"
0.0,"Those who can, do. Those who can't, write SJW rants.
"
0.0,"Time to break out the 1-0-1 Ironite! Just tell me when it's going to rain really hard!
"
0.0,"This is corrupt, plain and simple:  America is CORRUPT, Plain and simple, Democrats and Republicans work for the rich, and do just enough to keep people from catching on or going postal. Here is objective poof.  https://www.youtube.com/watch?v=5tu32CCA_Ig
"
0.0,"Four people were killed in London, and quite a few injured. The world rightly sat up and took notice.  In Wisconsin, four people were killed when a """"family dispute"""" at a bank led someone to start shooting. Ho-hum.  Barely a footnote in the press.  Gun nuts have lulled us into complacency regarding the carnage that drives the profits of their industry.  Frankly, if someone kills or maims you, it is hard to imagine you'd really feel better about it if it were an angry family member versus some """"terrorist"""".  It is past time to get gun control back on the Canadian agenda.  The swerve to the lunatic fringe right that we saw under Harper should be reversed.  And yes, Wisconsin isn't in Canada.  But gun lunacy is dangerously contagious, and the American gun industry funds lobbying efforts here in Canada.  Which should be illegal.
"
0.0,"Did you read or comprehend the article?  Bitcoin is not remotely """"black market money"""".  They will indeed make use of the money. The building will go up.
"
0.0,""""" Everybody wants to do something about climate change.""""  Except you.  Well at least you once took a canoe ride.
"
0.0,"Additionally, the promulgation of the vaccine/autism myth has led to many parents declining to innoculate their children for what were, pre-innoculation, common, but often serious, childhood diseases.  This has led to a resurgence of those diseases ("""" Researchers calculate that low levels of vaccination allowed the Disneyland measles outbreak to travel so far."""" from the LA times).  My goodness, man, you claim to be a physician....do a little research and see the damage you and others who persist with the innoculation/autism myth are doing to our children.  Frankly, on this issue, RFK Jr. is a """"wacko"""".....and, it seems, you share his view.  That's really a shame, since likely you counsel parents to NOT innoculate their children against diseases.  Is this the case?  If so, you should remember the Physicians' Creed """"First, do no harm.""""  Failing to innoculate children is, IMO (and virtually the entire medical community's) opinion, doing demonstrable harm.  regards, Gary Crum
"
0.0,"there are more than a few in this paper. Look for them and you will find .
"
0.0,"Not at all. You can drink or not. I don't care. Just don't think you are the sole judge of what others can do. You can drink your self under the table if you want Tina. So can any other woman. So could I. But the woman who wrote the linked to article would judge the one drink limit and the whole bottle drinker all the same. We are all just wilting under the patriarchy. I don't think woman are that weak. Some of us drink because we like it. And Alaskan women are not weak or wilting.
"
0.0,"So.........................to find someone strong and independent.........next to impossible?........maybe find a female? how about Opera Winfrey?.....she's got alot of money....she's strong and independent too?       haha
"
0.0,"If you like natural gas, then why not cancel site C and build natural gas fired plants if we ever need the power?  We don't need to liquefy it or sell it overseas - there's no market anymore - our competitors grabbed it before Christy even proposed it for BC.  Such plants are far cheaper than site C and can be built close to where the power is needed, thus avoiding long, expensive, loss prone transmission wires.  We should keep Burrard Thermal rather than waste it, but for some strange reason Christy never liked it, even long before she was premier.
"
0.0,"Of course there is no downside from living downstream from or being on the dole of a strip mine. Nothing to see here folks, move along. Ask any of our employees...
"
0.0,"What risk ? He has grabbed their assets . His only risk is the value of  the securities he will get at a great discount if  Home goes down .
"
0.0,"Delusion is thinking Trump is """"far right.""""
"
0.0,"They have every right to decline too perform if it's against their ethics, morals, or just downright embarrassing to them. And of course there's the possible fear of being grabbed it by the p**sy. Which is a realistic fear, as the president elect is an admitted fondled of unwilling women.
"
0.0,"Yeah....that money is just sitting there and will probably perish from dry rot if it's not spent by the government.
"
0.0,"Nor did I say I did NOT have proof.
"
0.0,"How do you even prevent this, or minimize the risk as a pedestrian? I've had so many close calls that I never cross the street until cars have come to a full stop and I make eye contact with the driver so I know they know I am there. But the victim here was just standing on the sidewalk.  How does the killer even get her license back, ever? She should never be allowed to drive again. The $1000 fine is just a slap in the face to the victim's family. That's insulting.
"
0.0,"How is this not the top story on the site?  Especially given the recent leaks that indictments are coming soon for some Trump aides.  Jeez.
"
0.0,"being Christian can get you killed as well, you seem not to hold them to the same standard.
"
1.0,"Junk food is slowly but surely, killing people with obesity, diabetes, heart disease and cancer while junk celebrity worship has slowly but surely, crept from the entertainment industry into politics. The two together have devolved our population into brainwashed zombies. Putin knows his enemy's psychology and weakness, just as tRump knows his follower's psychology and weakness.  OH MY GOD....LOOK.....KANYE WEST IS @ tRUMP TOWER. Meanwhile, America will slowly rot away , all the while, being entertained by the buffoon in chief.
"
0.0,"A poorly managed prison is an unsafe prison.  You were wise to leave.  Pay attention neighbors--most of these inmates return to the street.
"
0.0,"yes, like removing the veto this exclusive tiny club have altogether!!!  US, China, Russia, France UK should never have been given a veto.  completely unethical, undemocratic and unfair to the rest of us.
"
0.0,"Here's a link to """"A Peculiar Paradise: a History of Blacks in Oregon"""", published 1980? but now out of print...a real eye opener. gesswhoto.com
"
0.0,"Is this what to expect from DREAMers?:  http://www.sandiegouniontribune.com/opinion/commentary/sdut-ruben-navarrette-one-dreamers-missed-lesson-2015jun24-story.html  Ruben Navarrette: One Dreamer’s missed lesson in good character
"
0.0,"The president and vice president do not write laws.  The president can sign bills into law, or he can veto bills.  The Controlled Substances Act was signed into law in 1970 by Richard Nixon.  Yes, Nixon was a Republican, but in 1970 the House and Senate were both controlled by Democrats.  Since 1970, Republicans have controlled the White House for 26 years while the Democrats have controlled it 20 years.  No changes to the Act, but again, presidents do not write bills, Congress writes bills.  Since 1970, the Democrats have controlled the House 30 years while the Republicans have controlled it 18 years.  The Democrats have controlled the Senate 30 years while the Republicans have controlled it 18 years.  This is where the bill should have been introduced.  Did anyone introduce legislation to do so?
"
0.0,"What are the origins of these buyers: are they from Iceland, China, Russia or Skoobie Doobie Land ?
"
0.0,"Well said Tim. The 2-party system is our greatest enemy, not a specific party.
"
0.0,"It's pretty sad that the republicans are in such disarray that they feel compelled to launch a retread of an investigation to distract from their many problems.  I only wish they wouldn't wait until they're no longer running for office before giving voice to their conscience.
"
0.0,"As well, you have more people putting their children into private school. Less a signal of the failure of the public system, more a marker of distinction. And at the better privates, a strong focus on cultural and social capital growth.  Then Maggie and  Brooks ignore the other side. There was a time when a high school degree of no distinction (or even less) was sufficient to find a decent paying job with some permanence. Today, the BA is the new high school (or depending on program, community college). Even then, earnings are relatively static. Entry level positions pay less and are more likely to be precarious than in the past.  = a winner-take-all society which requires parents to invest ever increasing resources and vote for pulling up the ladder to ensure opportunity for their child. Heightened stress on children to perform at ever higher levels. A collective action problem that is systemic in origin.  Much of this is a US perspective, but the 'green shoots' are growing in Canada
"
1.0,"Just look at what you have done to yourselves, """"America."""" What a shameful and disgustingly incestuous scene you have enabled. You thought you were draining the swamp. Now a new quagmire of nepotism will be swamping and draining you! Act now, before you are caught in the quicksand -- you and the rest of the world with you (excluding Russia and China, who will now quickly supersede you).
"
1.0,"Hardly. The Democratic party has been enlivened by pressure from the left---a positive thing. Americans have given far-Right conservatives a lot of power by making stupid decisions--like voting for Nader in 2000 and by not showing up to vote in mid-term elections. Obama made a HUGE mistake in 2010 by not putting all his efforts into making sure more Democrats won in the mid-terms and focusing on Obamacare too early in the game. Republicans got to work the districting maps and everyone's been paying for it since. Republicans have had a strategy to make their sick vision come true and they have been successful. Democrats need to find a winning strategy. It's not as easy for them because Republicans are naturally predisposed to marching lockstep--they are fascists after all. Democrats have time on their side which is good. The Republican party is old, white and dying. Thank goddess.
"
0.0,"The reverse actually. A Pakistani is a not-Indian. A large reason that Bangladesh split in 1971. Pakistan's leaders were unable to forge a national identity among their Bengali compatriots. Ironically, the Bengalis were a majority in Pakistan, so it was the first case that I know (and I could be mistaken) where a majority voted to secede from the country, rather than a minority.  You might notice that it is the smaller nation that defines itself as the not-larger nation. Therefore Austria or Switzerland are the not-Germany, not the other way around.
"
0.0,"Here is my guess and I will be the first to say that, like all of us here, we are assuming a lot.  People seem to think there is an easy black market for weapons and I just don't think that's the case. I see a constant argument that criminals are just buying the guns illegally, and gun restrictions won't keep guns out of the hands of criminals. And while that may be the case in small pockets I disagree.  To me, I think there are 4 easier explanations.  1 A seemingly normal, law-abiding citizen buys a gun and then, seemingly unpredictably uses it in a crime.  2 A person buys guns legally, commits a crime in which they would be prohibited from possessing a gun, keeps the gun through a number of different oversights and then uses the gun in a future crime.  3 A person who is prohibited from possessing a gun takes or is given a gun be an acquaintance who, otherwise, is a normal gun owner.  4 A person who should be prohibited from possessing a gun is able to buy one due to oversights.
"
